Latitude,Longitude,Route Number,Type,Crash Severity,Incident Date,Road Name,Score
38.068569,-78.467372,631,Arrest,,4/30/2012,0 E RIO RD @ HUNTINGTON RD,0.022779613
38.064691,-78.420929,20,Arrest,,5/19/2012,0 STONY POINT RD @ BREEZEMONT DR,0.030377569
38.097066,-78.464677,29,Arrest,,6/16/2012,0 SEMINOLE TR @ HILTON HGTS,0.012304447
38.086497,-78.483487,29,Arrest,,7/7/2012,0 RIO RD AT SEMINOLE TR,0.012304447
38.021302,-78.43132,250,Arrest,,8/21/2012,0 RICHMOND RD @ I-64,0.016825849
38.070142,-78.484511,29,Arrest,,2/23/2013,0 SEMINOLE TRAIL @ GREENBRIER DR,0.012304447
38.102559,-78.460004,29,Arrest,,4/19/2013,0 SEMINOLE TR @ POLO GROUNDS RD,0.012304447
37.981666,-78.50634,20,Arrest,,5/2/2013,0 SCOTTSVILLE RD @ AVON ST,0.030377569
37.885813,-78.548709,20,Arrest,,8/22/2014,0 SCOTTSVILLE RD @ HARRIS CREEK RD,0.030377569
38.033689,-78.455033,20,Arrest,,6/10/2012,0 STONEY POINT RD/RICHMOND RD,0.030377569
38.010969,-78.560325,29,Arrest,,1/16/2010,0 MONACAN TR/MCCAULEY MTN RD,0.012304447
38.113222,-78.452898,29,Arrest,,4/17/2010,0 SEMINOLE TR @ ASHWOOD BLVD,0.012304447
38.045942,-78.516238,250,Arrest,,5/1/2010,0 IVY RD / OLD IVY,0.016825849
38.097066,-78.464677,29,Arrest,,6/26/2010,0 SEMINOLE TRAIL / HILTON HEIGHTS,0.012304447
38.072095,-78.460997,631,Arrest,,9/23/2012,0 E RIO RD/BELVEDERE BLVD,0.022779613
38.059735,-78.431788,20,Arrest,,1/11/2013,0 STONY POINT RD @ VINCENNES RD,0.030377569
37.812807,-78.547336,6,Arrest,,5/11/2011,0 IRISH RD @ WHITE DIAMOND LN,0.022074779
38.079741,-78.472751,631,Arrest,,7/24/2015,0 E RIO RD @ ALBEMARLE SQ,0.022779613
37.801083,-78.49649,20,Arrest,,3/28/2015,0 VALLEY ST @ HARDWARE ST,0.030377569
37.798808,-78.495122,20,Arrest,,3/12/2016,0 VALLEY ST @ E MAIN ST,0.030377569
38.082801,-78.490584,743,Arrest,,12/8/2012,0 HYDRAULIC RD @ EARLYSVILLE RD,0.014030319
38.132179,-78.435231,29,Arrest,,4/23/2013,0 SEMINOLE TR @ AIRPORT RD,0.012304447
38.063949,-78.463346,631,Arrest,,10/25/2013,0 E RIO RD @ BELVEDERE BLVD,0.022779613
38.132179,-78.435231,29,Arrest,,6/25/2014,0 SEMINOLE TR @ AIRPORT RD,0.012304447
38.03653,-78.507807,29,Arrest,,9/26/2010,0 BYPASS @ EMMETT ST,0.012304447
38.121215,-78.447297,29,Arrest,,8/30/2011,0 SEMINOLE TRL & HOLLYMEAD DR,0.012304447
38.045942,-78.516238,250,Arrest,,2/21/2010,0 IVY RD/OLD IVY RD,0.016825849
38.00635,-78.380029,250,Arrest,,5/16/2010,0 RICHMOND RD/GLENMORE WAY,0.016825849
38.049118,-78.467088,631,Arrest,,7/5/2010,0 E RIO RD @ ALWOOD LN,0.022779613
38.076852,-78.530806,601,Arrest,,11/28/2010,0 GARTH RD/INGLESIDE DR,0.017077528
38.039831,-78.506636,29,Arrest,,3/4/2011,0 29/250 BYPASS & IVY RD,0.012304447
37.999824,-78.498421,20,Arrest,,11/9/2011,0 SCOTTSVILLE RD/AVON EXT,0.030377569
37.995792,-78.581837,29,Arrest,,3/17/2013,0 MONACAN TR/I64,0.012304447
38.020884,-78.430554,250,Arrest,,5/28/2013,0 RICHMOND RD/I64,0.016825849
38.05536,-78.576895,29,Arrest,,7/21/2013,0 BYPASS/IVY RD,0.012304447
38.165506,-78.375052,20,Arrest,,11/17/2013,0 STONY POINT RD/GILBERT STATION RD,0.030377569
38.09692,-78.459651,29,Arrest,,8/14/2015,0 MONACAN TR,0.012304447
38.074031,-78.481024,29,Arrest,,7/19/2014,0 PREMIER CL & SEMINOLE TR,0.012304447
38.071201,-78.499088,743,Arrest,,8/12/2014,0 HYDRAULIC RD @ GEORGETOWN RD,0.014030319
38.026851,-78.527629,29,Arrest,,7/20/2013,0 29/250 BYP @ FONTAINE AV,0.012304447
38.062215,-78.491635,29,Arrest,,7/10/2011,0 SEMINOLE TR @ HYDRAULIC RD,0.012304447
37.993966,-78.488125,20,Arrest,,2/26/2012,0 SCOTTSVILLE RD @ MILL CREEK DR,0.030377569
38.057227,-78.501901,29,Arrest,,3/1/2012,0 29/250 BYPASS @ BARRACKS RD,0.012304447
38.087917,-78.470486,29,Arrest,,3/18/2012,0 SEMINOLE TR @ WOODBROOK DR,0.012304447
38.102605,-78.460232,29,Arrest,,5/13/2012,0 SEMINOLE TR @ RIO MILLS RD,0.012304447
38.129698,-78.437942,29,Arrest,,9/29/2012,0 SEMINOLE TR @ TIMBERWOOD BLVD,0.012304447
38.125811,-78.44266,29,Arrest,,10/16/2012,0 SEMINOLE TRL @ TOWNCENTER DR,0.012304447
38.148995,-78.423993,29,Arrest,,4/10/2014,0 SEMINOLE TR @ LEWIS & CLARK DR,0.012304447
38.164262,-78.414284,29,Arrest,,12/24/2014,0 SEMINOLE TR @ AUSTIN DR,0.012304447
38.012312,-78.552186,29,Arrest,,4/2/2010,0 MONACAN TR @ HICKORY HILL,0.012304447
38.071201,-78.499088,743,Arrest,,5/15/2011,0 HYDRAULIC @ GEORGETOWN GREEN,0.014030319
38.075432,-78.498112,743,Arrest,,11/20/2011,0 HYDRAULIC RD @ LAMBS RD,0.014030319
38.083951,-78.472827,29,Arrest,,11/27/2011,0 SEMIOLE TR @ E RIO RD,0.012304447
38.005727,-78.402335,729,Arrest,,3/10/2012,0 MILTON RD N @ MILTON RD,0.011018371
38.079945,-78.494346,743,Arrest,,3/18/2012,0 HYDRAULIC @ WEBLANDS,0.014030319
38.03378,-78.453102,250,Arrest,,4/26/2012,0 RICHMOND RD @ PEOPLE PL,0.016825849
37.99608,-78.486067,20,Arrest,,9/16/2012,0 SCOTTSVILLE RD @ STONE CREEK LN,0.030377569
38.014416,-78.500158,631,Arrest,,10/20/2012,0 5TH ST @ HARRIS ST,0.022779613
38.257906,-78.489798,20,Arrest,,1/6/2013,0 VALLEY ST @ MOUNTAIN VISTA,0.030377569
38.052172,-78.702623,250,Arrest,,5/23/2013,0 ROCKFISH GAP @ BROWNSVILLE ES,0.016825849
38.00541,-78.479986,20,Arrest,,1/15/2016,0 SCOTTSVILLE RD @ COLLEGE DR,0.030377569
38.039831,-78.506636,250,Arrest,,2/5/2016,0 250 BYP OFF RAMP & IVY RD,0.016825849
38.051145,-78.555706,250,Arrest,,5/18/2016,0 IVY RD @ BROOMLEY RD,0.016825849
38.006338,-78.514447,631,Arrest,,6/6/2016,0 5TH ST @ STAGECOACH RD,0.022779613
37.942833,-78.585229,631,Arrest,,2/21/2016,0 OLD LYNCHBURG RD & RED HILL RD,0.022779613
37.849629,-78.549096,20,Arrest,,9/11/2016,0 SCOTTSVILLE RD @ RIDING CLUB RD,0.030377569
38.005306,-78.52,631,Arrest,,4/6/2011,0 5TH ST EXT @ OLD LYNCHBURG RD,0.022779613
38.003785,-78.480912,20,Arrest,,4/15/2011,0 SCOTTSVILLE RD @ THOMAS JEFFERSON PKWY,0.030377569
37.823998,-78.618903,6,Arrest,,7/11/2011,0 IRISH RD @ CHESTNUT GROVE RD,0.022074779
38.003785,-78.480912,20,Arrest,,3/17/2012,0 SCOTTSVILLE RD @ THOMAS JEFFERSON PKWY,0.030377569
38.038578,-78.752008,250,Arrest,,4/19/2012,0 ROCKFISH GAP TNPK @ GREENWOOD STATION RD,0.016825849
38.009146,-78.378735,250,Arrest,,4/25/2012,0 RICHMOND RD @ GLENMORE WAY,0.016825849
37.864976,-78.555244,20,Arrest,,3/16/2013,0 SCOTTSVILLE RD @ PLANK RD,0.030377569
38.044024,-78.723272,250,Arrest,,3/28/2013,0 ROCKFISH GAP TNPK @ I64,0.016825849
37.956766,-78.659226,29,Arrest,,4/10/2013,0 MONACAN TR RD @ PLANK RD,0.012304447
38.030322,-78.443434,250,Arrest,,5/5/2013,0 RICHMOND RD @ ROLKIN RD,0.016825849
37.873385,-78.71704,29,Arrest,,9/8/2013,0 MONACAN TR RD/FABER RD,0.012304447
38.015483,-78.41194,250,Arrest,,10/6/2013,0 RICHMOND RD @ VDOT WAY,0.016825849
38.021302,-78.43132,250,Arrest,,10/27/2013,0 RICHMOND RD @ I64,0.016825849
37.819086,-78.693441,6,Arrest,,2/8/2014,0 IRISH RD @ GREEN CREEK RD,0.022074779
38.014416,-78.500158,631,Arrest,,7/5/2014,0 5TH ST & HARRIS RD,0.022779613
38.009339,-78.480065,20,Arrest,,9/20/2014,0 SCOTTSVILLE RD @ I64,0.030377569
38.034117,-78.457572,250,Arrest,,3/18/2015,0 RICHMOND RD @ FREEBRIDGE LN,0.016825849
38.013924,-78.39654,250,Arrest,,7/24/2015,0 RICHMOND RD @ LOUISA RD,0.016825849
37.917112,-78.684477,29,Arrest,,8/22/2015,0 MONACAN TR RD & SOUTH FORK DR,0.012304447
38.091947,-78.4679,29,Arrest,,10/21/2015,0 SEMINOLE TR & GANDER DR,0.012304447
38.079633,-78.475713,29,Arrest,,12/10/2015,0 SEMINOLE TR @ FASHION SQ DR,0.012304447
37.960356,-78.522696,20,Arrest,,1/9/2016,0 SCOTTSVILLE RD @ MARSHALL CT,0.030377569
38.009146,-78.378735,250,Arrest,,10/23/2016,0 RICHMOND RD @ GLENMORE WAY,0.016825849
38.09362,-78.466943,29,Arrest,,2/6/2011,0 SEMINOLE TR @ CARRSBROOK DR,0.012304447
38.003785,-78.480912,20,Arrest,,2/11/2012,0 SCOTTSVILLE RD @ THOMAS JEFFERSON PKWY,0.030377569
38.129698,-78.437942,29,Arrest,,6/8/2012,0 SEMINOLE TR @ TIMBERWOOD BLVD,0.012304447
38.008668,-78.491306,631,Arrest,,3/25/2016,0 5TH ST EXT @ I64,0.022779613
38.087917,-78.470486,29,Arrest,,3/28/2010,0 SEMINOLE TR @ WOODBROOK DR,0.012304447
38.113222,-78.452898,29,Arrest,,3/30/2010,0 SEMINOLE TR @ ASHWOOD BLVD,0.012304447
38.085278,-78.471718,29,Arrest,,4/23/2010,0 SEMINOLE TR @ GARDENS BLVD,0.012304447
38.079633,-78.475713,29,Arrest,,8/28/2010,0 SEMINOLE TRAIL @ FASHION SQUARE DR,0.012304447
38.085934,-78.478572,631,Arrest,,10/2/2010,0 W RIO RD @ BERKMAR DR,0.022779613
38.005306,-78.52,631,Arrest,,8/7/2010,0 OLD LYNCHBURG RD @ 5TH ST,0.022779613
38.055611,-78.59001,250,Arrest,,4/2/2011,0 IVY RD @ DICKWOODS RD,0.016825849
38.151975,-78.479811,743,Arrest,,11/25/2012,0 EARLYSVILLE RD @ RIDGEMONT RD,0.014030319
38.097066,-78.464677,29,Arrest,,1/19/2013,0 SEMINOLE TR @ HILTON HGTS RD,0.012304447
38.030075,-78.479238,20,Arrest,,1/6/2013,0 VALLEY ST/ E MAIN,0.030377569
37.848069,-78.581513,20,Arrest,,7/7/2015,0 SCOTTSVILLE RD @ ESMONT RD,0.030377569
37.995792,-78.581837,29,Arrest,,6/28/2010,0 MONACAN TR RD,0.012304447
38.149587,-78.475984,743,Arrest,,7/15/2016,0 EARLSYVILLE RD & BENT OAKS DR,0.014030319
38.048503,-78.717871,250,Arrest,,12/5/2015,0 ROCKFISH GAP TNPK @ HILLSBORO LN,0.016825849
38.05172,-78.541558,250,Arrest,,12/14/2015,0 IVY RD @ EDNAM DR,0.016825849
38.10269,-78.599878,601,Arrest,,2/27/2016,0 GARTH RD/DECCA LN,0.017077528
38.06481,-78.494242,743,Arrest,,3/5/2016,0 HYDRAULIC RD@ DISTRICT AVE,0.014030319
38.005364,-78.516656,631,Arrest,,3/24/2016,0 5TH ST EXT / I64,0.022779613
38.071336,-78.483448,29,Arrest,,7/26/2016,0 SEMINOLE TR @ WESTFIELD RD,0.012304447
38.015483,-78.41194,250,Arrest,,8/14/2016,0 RICHMOND RD & VDOT WAY,0.016825849
38.025952,-78.519117,29,Arrest,,11/13/2016,0 BYPASS & FONTAINE AV EXT,0.012304447
38.062215,-78.491635,29,Arrest,,12/31/2016,0 SEMINOLE TRL @ HYDRAULIC RD,0.012304447
38.045942,-78.516238,250,Arrest,,1/11/2010,0 IVY RD/OLD IVY RD,0.016825849
38.030322,-78.443434,250,Arrest,,12/19/2010,0 RICHMOND RD @ ROLKIN RD,0.016825849
38.132179,-78.435231,29,Arrest,,2/18/2012,0 SEMINOLE TR @ PROFFIT RD,0.012304447
38.003881,-78.366109,250,Arrest,,10/7/2011,0 RICHMOND RD @ HACKTOWN RD,0.016825849
38.063949,-78.463346,631,Arrest,,8/3/2016,0 E RIO RD @ BELVEDERE BLVD,0.022779613
38.009339,-78.480065,20,Arrest,,1/16/2010,0 SCOTTSVILLE RD @ I64,0.030377569
38.087917,-78.470486,29,Arrest,,3/23/2012,0 SEMINOLE TR/WOODBROOK DR,0.012304447
38.159089,-78.417899,29,Arrest,,9/3/2015,0 SEMINOLE TR @ BOULDERS RD,0.012304447
38.113222,-78.452898,29,Arrest,,11/9/2015,0 SEMINOLE TRL NB @ ASHWOOD BLVD,0.012304447
38.013924,-78.39654,250,Arrest,,1/13/2016,0 RICHMOND RD @ LOUISA RD,0.016825849
38.061978,-78.49154,743,Arrest,,1/15/2016,0 HYDRAULIC RD @ EMMET ST,0.014030319
38.015483,-78.41194,250,Arrest,,10/23/2014,0 RICHMOND RD @ VDOT WAY,0.016825849
38.006338,-78.514447,631,Arrest,,2/14/2015,0 5TH ST EXT & STAGECOACH RD,0.022779613
37.821268,-78.514343,20,Arrest,,4/6/2016,0 SCOTTSVILLE RD @ FAIRVIEW FARM,0.030377569
38.000411,-78.527483,631,Arrest,,7/29/2016,0 OLD LYNCHBURG RD @ HICKORY ST,0.022779613
38.083951,-78.472827,29,Arrest,,4/20/2012,0 SEMINOLE TR @ E RIO RD,0.012304447
38.030322,-78.443434,250,Arrest,,5/29/2012,0 RICHMOND RD @ ROLKIN RD,0.016825849
38.064691,-78.420929,20,Arrest,,4/7/2010,0 STONEY POINT RD @ BREEZEMONT DR,0.030377569
38.074031,-78.481024,29,Arrest,,4/17/2010,0 SEMINOLE TR @ PREMIER CL,0.012304447
38.078173,-78.496107,743,Arrest,,5/24/2010,0 HYDRAULIC RD @ WOODGATE CT,0.014030319
38.123249,-78.445516,29,Arrest,,6/1/2010,0 SEMINOLE TRL @ EAST COAST GAS,0.012304447
38.068106,-78.415174,20,Arrest,,6/12/2010,0 STONEY POINT RD @ WOLF TRAP,0.030377569
38.082801,-78.490584,743,Arrest,,6/13/2010,0 HYDRAULIC RD @ TOWNWOOD CT,0.014030319
38.064147,-78.422761,20,Arrest,,6/18/2010,0 STONY POINT RD @ THURMANS TRACT,0.030377569
38.072879,-78.409881,20,Arrest,,6/20/2010,0 STONY POINT RD @ RED BUD,0.030377569
38.076683,-78.478647,29,Arrest,,7/15/2010,0 SEMINOLE TRAIL @ SHOPPERS WORLD CT,0.012304447
38.068617,-78.497447,743,Arrest,,7/24/2010,0 HYDRAULIC RD AT WHITEWOOD RD,0.014030319
38.082801,-78.490584,743,Arrest,,7/25/2010,0 EARLYSVILLE @ HYDRAULIC,0.014030319
38.15723,-78.433062,743,Arrest,,8/12/2010,0 EARYLSVILLE RD @ DICKERSON RD,0.014030319
38.185322,-78.401169,29,Arrest,,9/3/2010,0 SEMINOLE TR @ FRAYS MILL RD,0.012304447
38.18523,-78.400918,29,Arrest,,9/18/2010,0 SEMINOLE TRAIL @ BURNLEY STATION RD,0.012304447
38.074756,-78.405726,20,Arrest,,10/1/2010,0 STONY POINT RD @ HAMMOCKS GAP,0.030377569
38.082801,-78.490584,743,Arrest,,10/8/2010,0 HYDRAULIC RD @ EARLYSVILLE RD,0.014030319
38.125811,-78.44266,29,Arrest,,10/16/2010,0 SEMINOLE TRAIL @ TOWNCENTER DR,0.012304447
38.102605,-78.460232,29,Arrest,,10/31/2010,0 SEMINOLE TRL @ RIO RD,0.012304447
38.121215,-78.447297,29,Arrest,,11/6/2010,0 SEMINOLE TRAIL @ HOLLYMEAD,0.012304447
38.164262,-78.414284,29,Arrest,,12/5/2010,0 SEMINOLE TR @ AUSTIN CT,0.012304447
37.808317,-78.520264,6,Arrest,,12/10/2010,0 IRISH RD @ WILLIS LN,0.022074779
38.026479,-78.438854,250,Arrest,,12/11/2010,0 RICHMOND RD @ PANTOP MTN RD,0.016825849
38.129698,-78.437942,29,Arrest,,2/20/2011,0 SEMINOLE TR @ TIMBERWOOD BLVD,0.012304447
38.068106,-78.415174,20,Arrest,,4/20/2011,0 STONY POINT RD @ WOLFTRAP,0.030377569
38.009146,-78.378735,250,Arrest,,4/28/2011,0 RICHMOND RD @ GLENMORE WAY,0.016825849
38.021302,-78.43132,250,Arrest,,5/9/2011,0 RICHMOND RD & I 64,0.016825849
38.021302,-78.43132,250,Arrest,,6/6/2011,0 RICHMOND RD @ I64 EAST,0.016825849
38.047957,-78.520381,601,Arrest,,9/24/2011,0 OLD IVY RD @ BYPASS,0.017077528
38.062215,-78.491635,29,Arrest,,11/11/2011,0 SEMINOLE TR @ HYDRAULIC RD,0.012304447
38.05536,-78.576895,250,Arrest,,3/17/2012,0 IVY RD AT VDOT WAY,0.016825849
37.97767,-78.681134,692,Arrest,,4/1/2012,0 PLANK RD @ EDGE VALLEY RD,0.022813036
38.115747,-78.636345,601,Arrest,,12/8/2012,0 GARTH RD @ LAKE ALBEMARLE RD,0.017077528
38.125811,-78.44266,29,Arrest,,4/28/2014,0 SEMINOLE TR/TOWNCENTER DR,0.012304447
38.079945,-78.494346,743,Arrest,,10/19/2014,0 HYDRAULIC RD @ WEBLAND DR,0.014030319
38.143901,-78.427241,29,Arrest,,11/9/2014,0 SEMINOLE TRL/CYPRESS DR,0.012304447
38.08048,-78.490837,743,Arrest,,4/6/2015,0 HYDRAULIC RD/TOWNWOOD DR,0.014030319
38.005727,-78.402335,729,Arrest,,7/19/2014,0 N MILTON RD @ MILTON RD,0.011018371
38.061927,-78.511941,250,Arrest,,4/16/2015,0 N BYPASS @ BARRACKS RD,0.016825849
38.070142,-78.484511,29,Arrest,,8/27/2013,0 SEMINOLE TRL S @ GREENBRIER DR,0.012304447
38.005306,-78.52,631,Arrest,,5/27/2013,0 OLD LYNCHBURG RD @ 5TH ST,0.022779613
38.02096,-78.540276,29,Arrest,,9/14/2013,0 MONACAN TR @ I64,0.012304447
38.021302,-78.43132,250,Arrest,,11/9/2013,0 RICHMOND RD @ I64,0.016825849
38.062215,-78.491635,743,Arrest,,11/10/2013,0 SEMINOLE TR & HYDRAULIC RD,0.014030319
38.125811,-78.44266,29,Arrest,,3/22/2014,0 SEMINOLE TRL @ TOWN CENTER BLVD,0.012304447
38.020884,-78.430554,250,Arrest,,9/5/2014,0 RICHMOND RD,0.016825849
38.026204,-78.531429,29,Arrest,,12/16/2014,0 FONTAINE EXT @ THE DEAD END,0.012304447
38.075432,-78.498112,743,Arrest,,2/27/2016,0 WHITEWOOD & HYDRAULIC,0.014030319
38.030322,-78.443434,250,Arrest,,3/13/2016,0 RICHMOND RD / ROLKIN RD,0.016825849
38.029828,-78.806913,250,Arrest,,2/22/2013,0 ROCKFISH GAP TNPK @ CRITZERS SHOP RD,0.016825849
38.062215,-78.491635,29,Arrest,,3/6/2014,0 SEMINOLE TRL & HYDRAULIC RD,0.012304447
38.074031,-78.481024,29,Arrest,,4/30/2014,0 SEMINOLE TR @ BRANCHLANDS BLVD,0.012304447
38.051149,-78.531395,250,Arrest,,5/3/2014,0 IVY RD & WHITE GABLES RD,0.016825849
38.043409,-78.727445,250,Arrest,,11/8/2014,0 ROCKFISH GAP TNPK @ I 64,0.016825849
38.087465,-78.54316,601,Arrest,,12/25/2014,0 GARTH RD @ GARTH HOUSE LN,0.017077528
38.000411,-78.527483,631,Arrest,,3/3/2010,0 OLD LYNCHBURG RD @ HICKORY ST,0.022779613
37.864976,-78.555244,20,Arrest,,2/27/2013,0 SCOTTSVILLE RD @ PLANK RD,0.030377569
38.236871,-78.386599,743,Arrest,,6/14/2013,0 ADVANCE MILLS RD AT FRAYS MILL RD,0.014030319
38.018601,-78.429163,250,Arrest,,11/14/2010,0 RICHMOND RD @ NORTH HILL,0.016825849
38.02096,-78.540276,29,Arrest,,4/30/2010,0 MONACAN TR @ I-64,0.012304447
38.068617,-78.497447,743,Arrest,,5/7/2011,0 HYDRAULIC RD/GARDEN CT,0.014030319
38.075451,-78.47875,29,Arrest,,8/10/2011,0 SEMINOLE TRL / AIRPORT RD,0.012304447
38.066213,-78.454272,631,Arrest,,12/17/2011,0 E RIO RD / DUNLORA DR,0.022779613
38.066967,-78.466304,631,Arrest,,9/19/2012,0 E RIO RD @ GREENBRIER DR,0.022779613
38.079633,-78.475713,29,Arrest,,3/17/2012,0 SEMINOLE TR @ FASHION SQ DR,0.012304447
38.013924,-78.39654,250,Arrest,,3/6/2015,0 RICHMOND RD @ LOUISA RD,0.016825849
37.967097,-78.552449,631,Arrest,,5/30/2016,0 OLD LYNCHBURG RD @ HEARTBREAK RD,0.022779613
38.075432,-78.498112,743,Arrest,,6/8/2016,0 HYDRAULIC RD & WHITEWOOD RD,0.014030319
38.010969,-78.560325,29,Arrest,,6/23/2012,0 MONACAN TR @ MCCAULEYS MTN LN,0.012304447
38.00541,-78.479986,20,Arrest,,12/29/2012,0 SCOTTSVILLE RD @ COLLEGE DR,0.030377569
37.918223,-78.549974,20,Arrest,,7/14/2016,0 SCOTTSVILLE RD @ RED HILL RD,0.030377569
38.097066,-78.464677,29,Arrest,,10/2/2014,0 SEMINOLE TR @ HILTON HEIGHTS,0.012304447
38.046611,-78.722152,250,Arrest,,10/11/2014,0 ROCKFISH GAP TNPK @ YANCEY MILLS,0.016825849
38.083951,-78.472827,29,Arrest,,2/28/2015,0 SEMINOLE TRL @ E RIO RD,0.012304447
38.037243,-78.451336,20,Arrest,,2/19/2016,0 STONY POINT @ TRAILSIDE DR,0.030377569
38.051395,-78.532635,250,Arrest,,12/2/2012,0 IVY RD @ BIRDWOOD DR,0.016825849
38.052496,-78.539905,250,Arrest,,6/30/2014,0 IVY RD @ FARMINGTON DR,0.016825849
37.99608,-78.486067,20,Arrest,,2/19/2010,0 SCOTTSVILLE RD @ STONE CREEK LN,0.030377569
37.993726,-78.530788,631,Arrest,,5/13/2010,0 OLD LYNCHBURG RD @ SINGLETON LN,0.022779613
37.825622,-78.6525,6,Arrest,,5/2/2012,0 IRISH RD @ SECRETARYS SAND RD,0.022074779
38.050556,-78.707775,250,Arrest,,6/2/2012,0 ROCKFISH GAP TNPK @ OLD TRAIL DR,0.016825849
37.918223,-78.549974,20,Arrest,,6/18/2012,0 SCOTTSVILLE RD @ RED HILL RD,0.030377569
38.002721,-78.520328,20,Arrest,,6/8/2014,0 SCOTTSVILLE RD @ FOREST RD,0.030377569
37.983822,-78.59238,29,Arrest,,9/13/2014,0 MONACAN TRL @ ARROWHEAD VALLEY RD,0.012304447
37.96253,-78.651264,29,Arrest,,9/13/2014,0 MONACAN TRL @ BURTON LN,0.012304447
37.997528,-78.485382,20,Arrest,,3/17/2015,0 SCOTTSVILLE RD @ LYMAN HILLS DR,0.030377569
37.809875,-78.500848,20,Arrest,,6/26/2016,0 SCOTTSVILLE RD @ JAMES RIVER RD,0.030377569
37.798748,-78.491451,6,Arrest,,7/14/2016,0 E MAIN ST @ FERRY ST,0.022074779
38.015463,-78.417612,250,Arrest,,1/24/2010,0 RICHMOND RD @ HUNTERS WAY,0.016825849
38.066392,-78.465919,631,Arrest,,2/3/2010,0 E RIO RD,0.022779613
38.068353,-78.497236,743,Arrest,,4/11/2010,0 HYDRAULIC RD @ TURTLE CREEK RD,0.014030319
38.02096,-78.540276,29,Arrest,,4/18/2010,0 MONACAN TR @ I 64,0.012304447
38.051145,-78.555706,250,Arrest,,12/19/2010,0 IVY RD @ BROOMLEY RD,0.016825849
38.124467,-78.547073,601,Arrest,,3/2/2015,0 FREE UNION RD @ HORSESHOE BEND RD,0.017077528
38.111701,-78.546141,601,Arrest,,2/14/2015,0 FREE UNION RD @ WOODLANDS RD,0.017077528
38.025952,-78.519117,250,Arrest,,11/25/2010,0 250BYPASS @ FONTAINE AV,0.016825849
38.062215,-78.491635,743,Arrest,,8/27/2012,0 HYDRAULIC RD & SEMINOLE TR,0.014030319
37.995792,-78.581837,29,Arrest,,1/13/2013,0 MONACAN TR/ANCHORAGE FARM,0.012304447
38.025952,-78.519117,29,Arrest,,9/29/2013,0 BYPASS @ FONTAINE AVE,0.012304447
38.061999,-78.647045,250,Arrest,,3/14/2015,0 IVY RD @ ROCKFISH GAP TNPK,0.016825849
38.05538,-78.58185,250,Arrest,,12/12/2015,0 IVY RD @ W LEIGH DR,0.016825849
38.008338,-78.50693,631,Arrest,,7/24/2010,0 5TH ST @ I64,0.022779613
37.999535,-78.528199,631,Arrest,,7/30/2010,0 OLD LYNCHBURG RD @ AMBROSE COMMONS DR,0.022779613
38.00196,-78.481927,20,Arrest,,7/29/2013,1100 SCOTTSVILLE RD,0.030377569
38.113309,-78.452842,29,Arrest,,10/31/2013,2700 SEMINOLE TR,0.012304447
38.054051,-78.567015,250,Arrest,,3/16/2016,3400 IVY RD,0.016825849
38.080596,-78.475558,29,Arrest,,12/26/2013,1600 SEMINOLE TR,0.012304447
38.080366,-78.49382,743,Arrest,,4/6/2017,2900 HYDRAULIC RD,0.014030319
37.968739,-78.518717,20,Arrest,,6/14/2016,2516 SCOTTSVILLE RD,0.030377569
38.169549,-78.411227,29,Arrest,,7/18/2016,4800 SEMINOLE TR,0.012304447
38.051464,-78.682675,250,Arrest,,12/24/2016,0 ROCKFISH GAP @ RADFORD LN,0.016825849
38.010019,-78.564005,29,Arrest,,8/15/2016,1100 MONACAN TR RD,0.012304447
38.007245,-78.571186,29,Arrest,,12/11/2016,1300 MONACAN TR,0.012304447
38.00142,-78.581116,29,Arrest,,1/26/2016,1500 MONACAN TR,0.012304447
37.977131,-78.607691,29,Arrest,,10/30/2016,2500 MONACAN TRAIL RD,0.012304447
38.022287,-78.431956,250,Arrest,,8/15/2010,0 RICHMOND RD @ HANSENS MTN RD,0.016825849
38.025952,-78.519117,250,Arrest,,5/12/2016,0 250 BYPS OFF RAMP & FONTAINE AVE,0.016825849
