Route.Number,Seg.Number,Latitude,Longitude,Incident.Date,Time,Day,Road.Name,Crash.Severity,Direction,Light.Condition,Roadway.Type,Surface.Type,Type,Density.Score,DD.Check.Score,Seg.Density.Score,Seg.DD.Check.Score,Den.Top20Rt,Den.Top50Seg,DD.Top20Rt,DD.Top50Seg
20,77,38.067946,-78.415337,10/9/2012,1:30:00 AM,Tue,STONY POINT ROAD,property damage crash,South,5. Darkness - Road Not Lighted,3. Grade - Straight,2. Wet,Accident,0.030377569,1.56347032,0.000131579,0.007305936,Yes,No,Yes,No
20,60,38.012763,-78.475797,10/10/2012,12:27:00 AM,Wed,SCOTTSVILLE ROAD,property damage crash,Not Provided,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,5.88235E-05,0.007305936,Yes,No,Yes,No
64,234,38.009884,-78.48052,10/12/2012,1:50:00 AM,Fri,I 64 EASTBOUND,property damage crash,West,5. Darkness - Road Not Lighted,3. Grade - Straight,1. Dry,Accident,0.006583343,0.898630137,0.0000625,0.007305936,No,No,Yes,No
231,302,38.06449,-78.306414,10/14/2012,12:01:00 AM,Sun,GORDONSVILLE RD,property damage crash,South,5. Darkness - Road Not Lighted,3. Grade - Straight,1. Dry,Accident,0.0018,0.065753425,0.0002,0.007305936,No,No,No,No
692,1093,37.970641,-78.679324,10/26/2012,7:14:00 PM,Fri,PLANK ROAD,injury crash,East,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.022813036,0.226484018,0.0025,0.03652968,Yes,Yes,Yes,No
20,38,37.923473,-78.548509,10/27/2012,7:11:00 PM,Sat,4100 SCOTTSVILLE RD,property damage crash,South,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.030377569,1.56347032,0.003246753,0.182648402,Yes,Yes,Yes,Yes
726,1224,37.808687,-78.501795,10/27/2012,12:21:00 AM,Sat,james river rd,injury crash,West,5. Darkness - Road Not Lighted,3. Grade - Straight,2. Wet,Accident,0.003421723,0.029223744,0.000625,0.007305936,No,No,No,No
20,37,37.914956,-78.549069,10/28/2012,12:09:00 AM,Sun,SCOTTSVILLE RD,injury crash,South,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,0.000533333,0.029223744,Yes,No,Yes,No
20,75,38.061769,-78.428625,11/4/2012,1:20:00 AM,Sun,X2100 STONY POINT ROAD,property damage crash,South,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.030377569,1.56347032,0.000263158,0.014611872,Yes,No,Yes,No
743,1279,38.06466,-78.494016,11/10/2012,1:21:00 PM,Sat,HYDRAULIC ROAD,property damage crash,Not Provided,2. Daylight,1. Straight - Level,1. Dry,Accident,0.014030319,0.745205479,0.0021875,0.255707763,Yes,Yes,Yes,Yes
250,392,38.061932,-78.64832,11/16/2012,5:20:00 AM,Fri,ROUTE 250 WESTBOUND,property damage crash,West,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.016825849,1.928767123,0.000421053,0.029223744,Yes,No,Yes,No
22,103,38.015136,-78.390418,11/17/2012,2:25:00 AM,Sat,LOUISA RD,property damage crash,West,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.005519566,0.219178082,0.001058824,0.065753425,No,Yes,Yes,Yes
250,377,38.050112,-78.709968,12/2/2012,12:00:00 AM,Sun,5900X ROCKFISH GAP NRN PIKE,injury crash,West,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.016825849,1.928767123,9.09091E-05,0.007305936,Yes,No,Yes,No
20,83,38.079015,-78.404014,12/6/2012,11:00:00 PM,Thu,PROFFITT ROAD,injury crash,West,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,0.000789474,0.021917808,Yes,No,Yes,No
810,1473,38.118734,-78.663645,12/8/2012,7:16:00 PM,Sat,browns gap trnpk,property damage crash,Not Provided,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.019907987,0.146118721,0.001875,0.021917808,Yes,No,Yes,No
64,251,38.021408,-78.566827,12/9/2012,12:30:00 AM,Sun,I-64 EASTBOUND,property damage crash,West,5. Darkness - Road Not Lighted,7. Dip - Straight,1. Dry,Accident,0.006583343,0.898630137,0.000428571,0.065753425,No,No,Yes,Yes
641,758,38.167712,-78.356211,12/11/2012,10:06:00 PM,Tue,BURNLEY STATION RD,property damage crash,East,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.012190683,0.065753425,0.001010101,0.007305936,No,No,No,No
22,104,38.02049,-78.368484,12/14/2012,9:22:00 PM,Fri,louisa rd,property damage crash,East,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.005519566,0.219178082,0.000117647,0.007305936,No,No,Yes,No
654,834,38.069997,-78.523295,12/16/2012,2:54:00 PM,Sun,BARRACKS RD,property damage crash,Not Provided,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.002079415,0.146118721,0.000454545,0.021917808,No,No,Yes,No
799,1427,38.005882,-78.309374,12/18/2012,8:39:00 PM,Tue,1165 beaver rd,property damage crash,North,5. Darkness - Road Not Lighted,2. Curve - Level,8. Natural Debris,Accident,0.007894737,0.021917808,0.007894737,0.021917808,No,No,No,No
729,1232,37.98632,-78.401151,12/20/2012,9:40:00 PM,Thu,MILTON RD,property damage crash,West,5. Darkness - Road Not Lighted,4. Grade - Curve,2. Wet,Accident,0.011018371,0.226484018,0.000227273,0.007305936,Yes,No,Yes,No
635,713,38.010729,-78.702471,12/21/2012,11:40:00 PM,Fri,MILLER SCHOOL RD,property damage crash,South,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.010202807,0.080365297,0.000526316,0.007305936,No,No,No,No
637,734,38.025539,-78.644295,12/21/2012,8:33:00 PM,Fri,DICK WOODS RD,property damage crash,East,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.014167045,0.080365297,0.000384615,0.007305936,Yes,No,No,No
64,243,38.030177,-78.661462,12/22/2012,4:00:00 AM,Sat,I-64EB,property damage crash,West,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.006583343,0.898630137,0.0003,0.043835616,No,No,Yes,No
64,243,38.034929,-78.694807,12/23/2012,11:42:00 AM,Sun,INTERSTATE 64 EAST BOUND,property damage crash,East,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.006583343,0.898630137,0.0003,0.043835616,No,No,Yes,No
637,732,38.012094,-78.684821,12/24/2012,7:21:00 AM,Mon,DICKWOODS ROAD,property damage crash,Not Provided,2. Daylight,4. Grade - Curve,1. Dry,Accident,0.014167045,0.080365297,0.002727273,0.021917808,Yes,No,No,No
6,10,37.826481,-78.60541,3/29/2013,3:51:00 PM,Fri,IRISH ROAD,fatal crash,West,2. Daylight,4. Grade - Curve,1. Dry,Accident,0.022074779,0.226484018,0.001,0.007305936,Yes,No,Yes,No
250,408,38.055146,-78.570076,12/31/2012,1:05:00 AM,Mon,IVY ROAD,property damage crash,East,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.016825849,1.928767123,0.000461538,0.043835616,Yes,No,Yes,No
789,1401,38.08257746,-78.7010585,1/1/2013,12:28:00 AM,Tue,BUCK ROAD,injury crash,Not Provided,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.013636364,0.043835616,0,0.021917808,No,No,No,No
6,13,37.82387,-78.59516,11/4/2014,2:51:00 PM,Tue,IRISH ROAD,injury crash,West,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.022074779,0.226484018,0.003333333,0.029223744,Yes,No,Yes,No
20,73,38.058676,-78.433166,1/11/2013,11:37:00 PM,Fri,STONY POINT ROAD,property damage crash,South,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,0.000681818,0.043835616,Yes,No,Yes,No
29,136,37.9715252,-78.61286309,1/13/2013,3:00:00 AM,Sun,MONACAN TRAIL ROAD,property damage crash,Not Provided,5. Darkness - Road Not Lighted,1. Straight - Level,2. Wet,Accident,0.012304447,2.527853881,0.000684211,0.094977169,Yes,No,Yes,Yes
649,801,38.125622,-78.415378,1/15/2013,12:04:00 AM,Tue,PROFFIT RD,property damage crash,North,5. Darkness - Road Not Lighted,2. Curve - Level,2. Wet,Accident,0.004837444,0.189954338,0.000238095,0.007305936,No,No,Yes,No
20,38,37.94694948,-78.53503177,1/16/2013,12:16:00 PM,Wed,SCOTTSVILLE RD,pedestrian injury crash,South,2. Daylight,8. Dip - Curve,2. Wet,Accident,0.030377569,1.56347032,0.003246753,0.182648402,Yes,Yes,Yes,Yes
1116,1690,38.033932,-78.455104,1/31/2013,7:45:00 PM,Thu,RIVERBEND DRIVE,property damage crash,South,4. Darkness - Road Lighted,3. Grade - Straight,2. Wet,Accident,0.001166667,0.102283105,0.001166667,0.102283105,No,Yes,No,Yes
29,125,37.95354924,-78.66180087,2/1/2013,5:05:00 PM,Fri,MONACAN TRAIL ROAD,injury crash,South,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.012304447,2.527853881,0.000733333,0.080365297,Yes,No,Yes,Yes
795,1418,37.958384,-78.467781,2/9/2013,8:21:00 PM,Sat,JAMES MONROE PARKWAY,property damage crash,Not Provided,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.027658537,0.16803653,0.0008,0.014611872,Yes,No,Yes,No
20,34,37.886031,-78.548593,2/16/2013,3:50:00 AM,Sat,SCOTTSVILLE RD,injury crash,Not Provided,5. Darkness - Road Not Lighted,2. Curve - Level,2. Wet,Accident,0.030377569,1.56347032,0.0012,0.065753425,Yes,Yes,Yes,Yes
20,30,37.83798882,-78.5440405,2/18/2013,11:55:00 PM,Mon,SCOTTSVILLE RD,injury crash,North,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,0.000322581,0.014611872,Yes,No,Yes,No
151,283,38.0297754,-78.80693599,2/22/2013,8:21:00 PM,Fri,CRITZERS SHOP ROAD,property damage crash,Not Provided,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.0007,0.051141553,0,0.029223744,No,No,No,No
20,33,37.86497687,-78.55525425,2/27/2013,1:54:00 PM,Wed,SCOTTSVILLE RD,property damage crash,Not Provided,2. Daylight,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,0.0008,0.043835616,Yes,No,Yes,No
64,242,37.99662863,-78.32963086,2/28/2013,12:18:00 AM,Thu,INTERSTATE 64 EB,injury crash,East,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.006583343,0.898630137,0,0.021917808,No,No,Yes,No
743,1287,38.088845,-78.490942,2/28/2013,4:38:00 AM,Thu,1776 EARLYSVILLE ROAD,property damage crash,South,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.014030319,0.745205479,0.00025,0.021917808,Yes,No,Yes,No
29,121,37.9399346,-78.66826153,3/4/2013,4:19:00 AM,Mon,MONACAN TRAIL RD,property damage crash,South,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.012304447,2.527853881,8.33333E-05,0.007305936,Yes,No,Yes,No
641,767,38.179264,-78.384206,3/10/2013,1:35:00 AM,Sun,3200 burnley statio rd,property damage crash,West,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.012190683,0.065753425,0.001010101,0.007305936,No,No,No,No
630,649,37.860011,-78.648313,3/11/2013,6:29:00 PM,Mon,GREEN CREEK ROAD,injury crash,North,2. Daylight,4. Grade - Curve,1. Dry,Accident,0.027734977,0.029223744,0.013333333,0.014611872,No,No,No,No
20,34,37.872505,-78.553085,3/15/2013,11:19:00 PM,Fri,SCOTTSVILLE RD,property damage crash,North,5. Darkness - Road Not Lighted,6. Hillcrest - Curve,1. Dry,Accident,0.030377569,1.56347032,0.0012,0.065753425,Yes,Yes,Yes,Yes
20,100,38.13726587,-78.32828976,3/20/2013,4:30:00 PM,Wed,STONY POINT RD,property damage crash,South,2. Daylight,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,0.001904762,0.029223744,Yes,No,Yes,No
795,1420,37.98811,-78.444231,3/22/2013,12:57:00 AM,Fri,james monroe park,property damage crash,South,5. Darkness - Road Not Lighted,6. Hillcrest - Curve,1. Dry,Accident,0.027658537,0.16803653,0,0.029223744,Yes,No,Yes,No
20,101,38.15688813,-78.31001131,3/22/2013,12:34:00 AM,Fri,5539 STONY POINT ROAD,property damage crash,South,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,0.000952381,0.014611872,Yes,No,Yes,No
20,78,38.069317,-78.413423,3/22/2013,2:54:00 AM,Fri,STONY POINT ROAD,property damage crash,South,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.030377569,1.56347032,0.000394737,0.021917808,Yes,No,Yes,No
6,13,37.81360714,-78.55271545,12/3/2011,9:52:00 PM,Sat,IRISH RD,injury crash,East,4. Darkness - Road Lighted,1. Straight - Level,1. Dry,Accident,0.022074779,0.226484018,0.003333333,0.029223744,Yes,No,Yes,No
250,337,38.03219865,-78.44681329,4/4/2013,4:24:00 PM,Thu,RICHMOND ROAD,property damage crash,East,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.016825849,1.928767123,8.10811E-05,0.021917808,Yes,No,Yes,No
29,187,38.073896,-78.480809,4/5/2013,7:02:00 PM,Fri,seminole trail,property damage crash,Not Provided,3. Dusk,1. Straight - Level,1. Dry,Accident,0.012304447,2.527853881,3.92157E-05,0.014611872,Yes,No,Yes,No
631,666,38.048676,-78.464412,4/7/2013,4:43:00 PM,Sun,e rio rd,property damage crash,West,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.022779613,1.234703196,0.000505051,0.03652968,Yes,No,Yes,No
20,88,38.09787903,-78.38529499,4/7/2013,3:19:00 AM,Sun,STONY POINT RD,property damage crash,North,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.030377569,1.56347032,0.000263158,0.007305936,Yes,No,Yes,No
29,126,37.956729,-78.658866,4/10/2013,8:40:00 PM,Wed,monacan trail road,injury crash,Not Provided,5. Darkness - Road Not Lighted,3. Grade - Straight,1. Dry,Accident,0.012304447,2.527853881,0.0002,0.021917808,Yes,No,Yes,No
649,799,38.10936,-78.424633,4/12/2013,6:30:00 AM,Fri,proffit rd,property damage crash,West,1. Dawn,1. Straight - Level,2. Wet,Accident,0.004837444,0.189954338,0.001428571,0.043835616,No,Yes,Yes,No
631,666,38.048355,-78.464852,4/13/2013,10:04:00 PM,Sat,e. rio road,property damage crash,Not Provided,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.022779613,1.234703196,0.000505051,0.03652968,Yes,No,Yes,No
6,13,37.81296,-78.54876,4/26/2015,12:05:00 AM,Sun,IRISH RD,property damage crash,West,5. Darkness - Road Not Lighted,2. Curve - Level,2. Wet,Accident,0.022074779,0.226484018,0.003333333,0.029223744,Yes,No,Yes,No
784,1388,38.119517,-78.373085,4/14/2013,1:00:00 AM,Sun,doctors crossing,property damage crash,North,5. Darkness - Road Not Lighted,2. Curve - Level,"11. Sand, Dirt, Gravel",Accident,0.00496124,0.007305936,0,0.007305936,No,No,No,No
732,1250,38.005943,-78.410241,4/17/2013,1:07:00 PM,Wed,MILTON ROAD,property damage crash,North,2. Daylight,2. Curve - Level,1. Dry,Accident,0.003333333,0.029223744,0.001666667,0.014611872,No,No,No,No
692,1082,38.02272,-78.782007,4/19/2013,6:44:00 PM,Fri,PLANK RD,injury crash,East,2. Daylight,3. Grade - Straight,2. Wet,Accident,0.022813036,0.226484018,0.004285714,0.021917808,Yes,No,Yes,No
631,666,38.04835813,-78.46475499,4/21/2013,4:30:00 AM,Sun,400 block rio road east,property damage crash,Not Provided,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.022779613,1.234703196,0.000505051,0.03652968,Yes,No,Yes,No
743,1281,38.06858,-78.497336,4/22/2013,11:26:00 AM,Mon,HYDRAULIC ROAD,property damage crash,West,2. Daylight,1. Straight - Level,1. Dry,Accident,0.014030319,0.745205479,0.000136364,0.021917808,Yes,No,Yes,No
709,1146,38.005764,-78.390111,5/2/2013,5:05:00 PM,Thu,shadwell road,injury crash,South,2. Daylight,1. Straight - Level,1. Dry,Accident,0.010714286,0.021917808,0,0.021917808,No,No,No,No
663,895,38.16132843,-78.48750849,5/3/2013,11:13:00 PM,Fri,BUCK MTN RD,injury crash,North,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.003374845,0.043835616,0.000188679,0.007305936,No,No,No,No
20,73,38.054499,-78.436559,5/17/2013,7:53:00 PM,Fri,STONY POINT ROAD,injury crash,North,3. Dusk,4. Grade - Curve,1. Dry,Accident,0.030377569,1.56347032,0.000681818,0.043835616,Yes,No,Yes,No
631,655,37.997729,-78.529223,5/22/2013,1:46:00 AM,Wed,790 OLD LYNCHBURG RD,property damage crash,South,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.022779613,1.234703196,0.004545455,0.073059361,Yes,Yes,Yes,Yes
796,1422,38.030116,-78.782051,5/29/2013,3:30:00 AM,Wed,ROCKFISH GAP TPK,property damage crash,Not Provided,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.006812816,0.014611872,0.005555556,0.014611872,No,No,No,No
727,1226,37.91143387,-78.49540879,6/3/2013,3:13:00 PM,Mon,BLENHEIM ROAD,property damage crash,West,2. Daylight,2. Curve - Level,1. Dry,Accident,0.033333333,0.058447489,0,0.058447489,No,No,No,Yes
29,213,38.15892666,-78.41768005,6/7/2013,11:04:00 PM,Fri,SEMINOLE TRAIL,property damage crash,Not Provided,5. Darkness - Road Not Lighted,1. Straight - Level,2. Wet,Accident,0.012304447,2.527853881,9.09091E-05,0.021917808,Yes,No,Yes,No
677,988,38.054165,-78.56576065,6/8/2013,1:01:00 AM,Sat,OLD BALLARD RD,property damage crash,West,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.004191761,0.021917808,0.003571429,0.014611872,No,No,No,No
743,1307,38.18329975,-78.43935817,6/14/2013,3:30:00 PM,Fri,advance mills rd,injury crash,Not Provided,2. Daylight,1. Straight - Level,1. Dry,Accident,0.014030319,0.745205479,0.00625,0.014611872,Yes,No,Yes,No
250,347,38.01959306,-78.42984225,6/23/2013,2:16:00 AM,Sun,richmond rd,injury crash,Not Provided,5. Darkness - Road Not Lighted,3. Grade - Straight,1. Dry,Accident,0.016825849,1.928767123,8.69565E-05,0.014611872,Yes,No,Yes,No
29,135,37.96677154,-78.62132471,6/24/2013,2:59:00 AM,Mon,MONACAN TRAIL,injury crash,South,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.012304447,2.527853881,0.000578947,0.080365297,Yes,No,Yes,Yes
20,38,37.93498716,-78.54256341,6/27/2013,4:09:00 PM,Thu,3300 blk scottsville rd,property damage crash,Not Provided,2. Daylight,4. Grade - Curve,1. Dry,Accident,0.030377569,1.56347032,0.003246753,0.182648402,Yes,Yes,Yes,Yes
601,508,38.14451929,-78.55604928,6/27/2013,12:00:00 AM,Thu,FREE UNION RD,injury crash,North,5. Darkness - Road Not Lighted,3. Grade - Straight,1. Dry,Accident,0.017077528,0.306849315,0.000909091,0.014611872,Yes,No,Yes,No
20,33,37.87145198,-78.55410306,6/30/2013,6:04:00 AM,Sun,SCOTTSVILLE RD,injury crash,North,2. Daylight,7. Dip - Straight,1. Dry,Accident,0.030377569,1.56347032,0.0008,0.043835616,Yes,No,Yes,No
675,964,38.113699,-78.637345,7/11/2013,11:23:00 PM,Thu,lake albemarle rd,injury crash,South,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.006351039,0.014611872,0.025,0.007305936,No,No,No,No
627,630,37.816984,-78.592044,7/12/2013,11:45:00 PM,Fri,PORTERS RD,injury crash,South,5. Darkness - Road Not Lighted,1. Straight - Level,2. Wet,Accident,0.029451897,0.058447489,0.006666667,0.007305936,No,No,No,No
64,235,38.012312,-78.472857,7/14/2013,2:17:00 AM,Sun,INTERSTATE 64,property damage crash,West,5. Darkness - Road Not Lighted,1. Straight - Level,2. Wet,Accident,0.006583343,0.898630137,0.0000625,0.007305936,No,No,Yes,No
614,578,38.104319,-78.584416,7/15/2013,1:48:00 AM,Mon,GARTH RD,injury crash,West,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.009259485,0.087671233,0.001538462,0.029223744,No,No,No,No
649,796,38.085034,-78.405369,7/21/2013,4:44:00 PM,Sun,1600 BLOCK PROFFIT ROAD,property damage crash,West,2. Daylight,4. Grade - Curve,2. Wet,Accident,0.004837444,0.189954338,0.001904762,0.058447489,No,Yes,Yes,Yes
631,655,37.996019,-78.52849,7/23/2013,11:40:00 PM,Tue,OLD LYNCHBURG RD,injury crash,North,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.022779613,1.234703196,0.004545455,0.073059361,Yes,Yes,Yes,Yes
606,537,38.127717,-78.456644,7/24/2013,12:43:00 AM,Wed,dickerson rd,property damage crash,West,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.006814507,0.094977169,0.000166667,0.007305936,No,No,No,No
1407,1984,38.059197,-78.504611,7/27/2013,12:05:00 AM,Sat,BENNINGTON ROAD,property damage crash,North,4. Darkness - Road Lighted,4. Grade - Curve,1. Dry,Accident,0.00633636,0.021917808,0.001785714,0.007305936,No,No,No,No
29,126,37.956628,-78.659013,7/28/2013,4:56:00 PM,Sun,MONACAN TRAIL,property damage crash,Not Provided,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.012304447,2.527853881,0.0002,0.021917808,Yes,No,Yes,No
20,50,38.003035,-78.481424,7/29/2013,3:45:00 AM,Mon,1188 SCOTSVILLE RD,injury crash,South,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,0.000333333,0.014611872,Yes,No,Yes,No
240,319,38.06916,-78.697869,8/3/2013,12:08:00 AM,Sat,THREE NOTCHED ROAD,injury crash,East,2. Daylight,1. Straight - Level,1. Dry,Accident,0.005622565,0.233789954,0.0002,0.007305936,No,No,Yes,No
631,683,38.078694,-78.471955,8/6/2013,8:05:00 PM,Tue,EAST RIO ROAD,injury crash,Not Provided,1. Dawn,1. Straight - Level,1. Dry,Accident,0.022779613,1.234703196,0.000117647,0.014611872,Yes,No,Yes,No
250,422,38.050779,-78.529093,8/14/2013,10:48:00 AM,Wed,ivy rd,injury crash,West,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.016825849,1.928767123,7.69231E-05,0.007305936,Yes,No,Yes,No
240,314,38.068278,-78.701702,8/15/2013,1:05:00 PM,Thu,600 CROZET AVE,injury crash,North,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.005622565,0.233789954,0.000147059,0.007305936,No,No,Yes,No
600,481,38.030702,-78.302283,8/25/2013,9:48:00 AM,Sun,campbell rd,property damage crash,West,2. Daylight,2. Curve - Level,1. Dry,Accident,0.032098765,0.087671233,0.008,0.014611872,Yes,No,No,No
663,899,38.1801,-78.493413,8/25/2013,1:45:00 AM,Sun,118 SIMMONS GAP RD,injury crash,South,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.003374845,0.043835616,0.001388889,0.007305936,No,No,No,No
1721,2446,38.124656,-78.436455,8/25/2013,1:31:00 AM,Sun,TIMBERWOOD BLVD,injury crash,West,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.001538462,0.043835616,0.00025641,0.007305936,No,No,No,No
676,979,38.104122,-78.561076,9/1/2013,10:14:00 PM,Sun,GARTH RD,property damage crash,East,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.010248568,0.197260274,0.00037037,0.007305936,Yes,No,Yes,No
20,23,37.812942,-78.50165,9/2/2013,9:47:00 AM,Mon,SCOTTSVILLE ROAD,property damage crash,North,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.030377569,1.56347032,0.000645161,0.029223744,Yes,No,Yes,No
631,653,37.9252,-78.613968,9/2/2013,5:49:00 PM,Mon,OLD LYNCHBURG ROAD,injury crash,South,2. Daylight,1. Straight - Level,1. Dry,Accident,0.022779613,1.234703196,0.018181818,0.102283105,Yes,Yes,Yes,Yes
692,1091,37.982154,-78.709854,9/11/2013,3:53:00 PM,Wed,PLANK ROAD,injury crash,West,2. Daylight,2. Curve - Level,1. Dry,Accident,0.022813036,0.226484018,0.0025,0.03652968,Yes,Yes,Yes,No
649,813,38.136688,-78.445342,9/13/2013,4:00:00 AM,Fri,AIRPORT RD,property damage crash,West,4. Darkness - Road Lighted,1. Straight - Level,1. Dry,Accident,0.004837444,0.189954338,0.000253165,0.014611872,No,No,Yes,No
676,985,38.098972,-78.490348,9/21/2013,2:15:00 AM,Sat,WOODLANDS RD,property damage crash,Not Provided,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.010248568,0.197260274,0,0.029223744,Yes,No,Yes,No
743,1279,38.062619,-78.492012,9/25/2013,10:45:00 PM,Wed,HYDRAULIC ROAD,property damage crash,West,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.014030319,0.745205479,0.0021875,0.255707763,Yes,Yes,Yes,Yes
64,237,38.019559,-78.43612,9/29/2013,8:00:00 PM,Sun,I-64 WB,injury crash,West,5. Darkness - Road Not Lighted,3. Grade - Straight,1. Dry,Accident,0.006583343,0.898630137,0.000263158,0.03652968,No,No,Yes,No
875,1577,38.005903,-78.527902,9/29/2013,5:00:00 AM,Sun,SUNSET AVENUE EXT,injury crash,South,5. Darkness - Road Not Lighted,4. Grade - Curve,1. Dry,Accident,0.001315917,0.029223744,0.000243902,0.007305936,No,No,No,No
782,1383,38.024928,-78.523256,9/29/2013,1:28:00 AM,Sun,STRIBLING AVE EXT,injury crash,South,4. Darkness - Road Lighted,2. Curve - Level,1. Dry,Accident,0.063922943,0.03652968,0.05,0.021917808,No,No,No,No
151,283,38.02834,-78.807618,10/4/2013,12:10:00 AM,Fri,CRITZER SHOP RD,injury crash,South,5. Darkness - Road Not Lighted,2. Curve - Level,1. Dry,Accident,0.0007,0.051141553,0,0.029223744,No,No,No,No
678,1001,38.080287,-78.598795,10/5/2013,6:29:00 AM,Sat,1700X DECCA LN,property damage crash,West,5. Darkness - Road Not Lighted,4. Grade - Curve,"11. Sand, Dirt, Gravel",Accident,0.005203019,0.029223744,0.00625,0.007305936,No,No,No,No
614,572,38.105344,-78.605372,10/5/2013,12:07:00 AM,Sat,GARTH ROAD,injury crash,West,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.009259485,0.087671233,0.000384615,0.007305936,No,No,No,No
1430,2069,38.066076,-78.498156,10/6/2013,10:29:00 AM,Sun,SOLOMON RD,property damage crash,North,2. Daylight,3. Grade - Straight,1. Dry,Accident,0.003921569,0.014611872,0.003921569,0.014611872,No,No,No,No
250,443,37.986921,-78.330844,10/19/2013,11:54:00 PM,Sat,RICHMOND RD,injury crash,South,4. Darkness - Road Lighted,1. Straight - Level,1. Dry,Accident,0.016825849,1.928767123,0.000727273,0.029223744,Yes,No,Yes,No
250,443,37.986773,-78.330146,10/25/2013,9:08:00 PM,Fri,RICHMOND ROAD,injury crash,West,5. Darkness - Road Not Lighted,1. Straight - Level,1. Dry,Accident,0.016825849,1.928767123,0.000727273,0.029223744,Yes,No,Yes,No
